Date,Open,High,Low,Close,Volume,MA_20,MA_50,MA_200,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Hist,RSI,BB_Mid,BB_Upper,BB_Lower,BB_Width,Daily_Return,Log_Return,Volatility_20d,ATR_14
2018-01-01,1098.80563885408,1103.9262704894843,1079.4291487432424,1083.771484375,1351760,,,,1083.771484375,1083.771484375,0.0,0.0,0.0,,,,,,,,,
2018-01-02,1089.6705149992183,1093.6032004718231,1073.3664023287156,1077.87255859375,1920290,,,,1082.8639573317307,1083.3345269097222,-0.47056957799145493,-0.09411391559829099,-0.37645566239316397,0.0,,,,,-0.005442960869792457,-0.0054578277524214795,,
2018-01-03,1078.2006674741,1093.3577437265853,1077.8729269040027,1080.9248046875,1257120,,,,1082.5656261556953,1083.1560289673353,-0.5904028116399331,-0.19337169480661942,-0.3970311168333137,3.8278303042178976,,,,,0.002831731886496991,0.002827730086661239,,
2018-01-04,1085.5742284500493,1090.490036276993,1081.4777219275963,1088.4827880859375,913082,,,,1083.475958760348,1083.5506037168614,-0.07464495651333891,-0.16962634714796332,0.09498139063462441,12.735448759635233,,,,,0.0069921453977759285,0.006967813703796456,,
2018-01-05,1085.5736805470885,1105.8513775988172,1085.5736805470885,1101.6319580078125,1153706,,,,1086.269189413804,1084.8899632939688,1.3792261198352662,0.14014414624868257,1.2390819735865837,25.63963930824133,,,,,0.01208027363023123,0.012007889488471828,,
2018-01-08,1106.0563948314573,1117.0555512072144,1098.6212779600235,1111.955322265625,1242220,,,,1090.220902160238,1086.8948046992766,3.326097460961364,0.7773348091912189,2.5487626517701454,33.9034320175475,,,,,0.009370973838196628,0.009327338653817456,,
2018-01-09,1112.2013116542946,1114.6592151054645,1096.4502670405184,1109.743408203125,2149396,,,,1093.2243646283746,1088.5872938477098,4.6370707806647715,1.5492820034859296,3.087788777178842,33.05578110774097,,,,,-0.0019892112733389533,-0.001991192381748703,,
2018-01-10,1110.5627068901656,1153.5760171902273,1103.8648799956457,1149.725341796875,3365850,,,,1101.9168226542977,1093.1160381402406,8.800784514057113,2.9995825056001664,5.801202008456947,54.97100289992244,,,,,0.03602808838350113,0.035394255809045296,,
2018-01-11,1151.1179457751466,1155.9927468928913,1139.729641469282,1143.1297607421875,2520744,,,,1108.257274667819,1096.8207583329774,11.436516334841599,4.6869692714484525,6.7495470633931465,51.94972945449277,,,,,-0.005736657978138937,-0.00575317580221499,,
2018-01-12,1149.06957592071,1149.06957592071,1122.6676229577236,1137.3331298828125,3360314,,,,1112.7304831624335,1099.8216747440763,12.90880841835724,6.33133710083021,6.577471317527029,49.38097102202832,,,,,-0.005070842399913955,-0.005083742750143419,,
2018-01-15,1137.660852264076,1150.298610262814,1120.4146261275762,1124.9412841796875,1457214,,,,1114.6090679343188,1101.6823865541216,12.926681380197124,7.650405956703594,5.27627542349353,44.33409268402083,,,,,-0.0108955286516641,-0.010955319623431981,,
2018-01-16,1128.9967827578841,1172.2763182603437,1126.7642075259414,1167.8521728515625,4267752,,,,1122.800314844664,1106.5838522057838,16.216462638880103,9.363617293138896,6.852845345741207,59.69554963033266,,,,,0.038145003010682244,0.037435469602613534,,
2018-01-17,1175.6968603174525,1198.2276363862538,1172.4810640917945,1183.459716796875,4280806,,,,1132.1325305296195,1112.2783606940127,19.854169835606854,11.461727801632488,8.392442033974366,63.62717304906176,,,,,0.013364314686509893,0.01327579998644714,,
2018-01-18,1186.7576887524056,1201.5051091166054,1174.898324878664,1195.4422607421875,2209478,,,,1141.872489023861,1118.43864958647,23.433839437390816,13.856150128784154,9.577689308606661,66.3417929885469,,,,,0.010125012093985086,0.010074097544235468,,25.234479753231962
2018-01-19,1200.5014769819347,1221.5779784384388,1189.481816833685,1212.2789306640625,1820000,,,,1152.7042492761996,1125.3897815181438,27.314467758055798,16.54781365463848,10.766654103417316,69.75722374874663,,,,,0.014084051128844921,0.013985792393360903,,25.77726831455425
2018-01-22,1215.8515032071857,1287.1765105490765,1199.8372483523797,1279.662109375,4367110,,,,1172.2362277529382,1136.8173613593924,35.41886639354584,20.322024202419954,15.096842191125887,78.95943038622345,,,,,0.05558388998316288,0.054094064051948866,,30.5703014612392
2018-01-23,1279.0664339519503,1290.3175321085503,1268.8419906074946,1273.7489013671875,3239610,,,,1187.8535621551305,1146.9604383970068,40.89312375812369,24.4362441135607,16.456879644562992,76.75234900989676,,,,,-0.0046209135712399485,-0.0046316229966448415,,30.998184058969223
2018-01-24,1268.8215316397657,1338.2371762604384,1265.803420906463,1303.5601806640625,5621538,,,,1205.6545803872739,1158.5604193056774,47.09416108159644,28.96782750716785,18.12633357442859,79.81553717716048,,,,,0.023404361145966,0.023134678808312728,,35.4887928992894
2018-01-25,1303.72431685331,1305.6953216971872,1265.1258646378105,1281.5712890625,3833844,,,,1217.3340740296162,1167.6723355839606,49.6617384456556,33.1066096948654,16.555128750790203,72.25315182652089,,,,,-0.01686833636661167,-0.017012227180218723,,36.93820432840711
2018-01-29,1285.8210576610225,1324.2552980387698,1281.9612528610974,1313.517578125,3141060,1171.0302490234376,,,1232.1315361981367,1178.4756868832967,53.65584931484,37.21645761886032,16.43939169597968,75.83537891950067,1171.0302490234376,1331.7390284278174,1010.3214696190578,0.2744741727011756,0.024927438165277094,0.024621818050621202,,38.6703283090556
2018-01-30,1305.7773704874232,1315.5501897252414,1290.8717785668716,1294.6290283203125,1574758,1181.5731262207032,,,1241.7465349861639,1187.0796381008536,54.66689688531028,40.70654547215031,13.96035141315997,70.07482359980969,1181.5731262207032,1345.8061134755499,1017.3401389658566,0.2779903902861277,-0.014380127163315382,-0.01448452321958479,0.3014295171494333,39.13243281572871
2018-01-31,1288.1208124826544,1293.4588968187318,1272.3529726974182,1277.9990234375,3043214,1191.5794494628906,,,1247.323840901754,1193.8144073850497,53.50943351670435,43.267123081061115,10.242310435643233,65.36690588850242,1191.5794494628906,1353.580663115888,1029.5782358098932,0.2719100496840897,-0.012845382359754964,-0.012928597673516019,0.3072542295266919,37.17278413203677
2018-02-01,1282.7824696675546,1309.8835077591227,1268.328602735277,1288.777587890625,2400630,1201.9720886230468,,,1253.7013404385034,1200.8487170521294,52.852623386374034,45.1842231421237,7.668400244250336,66.91825141117181,1201.9720886230468,1360.7196582177996,1043.224519028294,0.2641451845634961,0.008433937941621616,0.008398571002928465,0.306471221472652,38.97934124633936
