Date,Open,High,Low,Close,Volume,MA_20,MA_50,MA_200,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Hist,RSI,BB_Mid,BB_Upper,BB_Lower,BB_Width,Daily_Return,Log_Return,Volatility_20d,ATR_14
2018-01-01,407.58517720904064,407.58517720904064,400.8708807446788,401.8647766113281,9453202,,,,401.8647766113281,401.8647766113281,0.0,0.0,0.0,,,,,,,,,
2018-01-02,403.30042390928554,406.19376806809856,400.38499382911994,402.48321533203125,9499419,,,,401.9599210298978,401.9105868869358,0.04933414296203864,0.009866828592407728,0.03946731436963091,,,,,,0.0015389224353477005,0.0015377395076837947,,
2018-01-03,408.60116562830615,409.0429135135487,403.32248333576393,404.09552001953125,13507800,,,,402.2884747206107,402.0724337856466,0.2160409349640986,0.05110164986674591,0.16493928509735267,,,,,,0.004005892981574277,0.003997890755872022,,
2018-01-04,405.57533083084263,407.18766205623797,404.4930912025674,406.5250549316406,9008932,,,,402.9402562915384,402.4022575742387,0.5379987172996721,0.14848106335333117,0.3895176539463409,,,,,,0.006012278760209933,0.0059942771301082715,,
2018-01-05,407.18769426834785,409.4405173881011,406.5030011683391,407.82818603515625,7441284,,,,403.6922454828642,402.80417820097335,0.8880672818908693,0.2963983070608388,0.5916689748300304,,,,,,0.0032055369963230884,0.003200410215740566,,
2018-01-08,409.08713287049676,411.25161224669074,407.9386354149987,410.16937255859375,8827020,,,,404.688726571438,403.34974815338967,1.3389784180483275,0.5049143292583366,0.8340640887899909,,,,,,0.0057406197109575174,0.0057242051435237645,,
2018-01-09,409.99261700940946,416.9498883406029,408.15945613038986,415.64678955078125,14294571,,,,406.37458241441385,404.260640108752,2.113942305661851,0.8267199245390395,1.2872223811228116,,,,,,0.013354037036017452,0.013265657826848305,,
2018-01-10,416.5523147002275,418.49593454204944,413.2393383964344,416.26519775390625,11727682,,,,407.89621554356654,405.14986660098566,2.7463489425808802,1.2106457281474077,1.5357032144334726,,,,,,0.0014878214355831254,0.0014867157258675752,,
2018-01-11,416.02229612049877,416.3977862956731,413.0185221551711,414.2333068847656,7849171,,,,408.8711526729818,405.82271402941376,3.0484386435680335,1.578204311231533,1.4702343323365006,88.73487226743231,,,,,-0.00488124128585421,-0.004893193454240443,,
2018-01-12,416.55235874310455,420.8813172634133,414.45413724679906,419.2027282714844,15071161,,,,410.46062584198216,406.81382619549305,3.6467996464891144,1.9919233782830492,1.6548762682060651,91.31250399021164,,,,,0.01199667265795501,0.011925282972472452,,
2018-01-15,419.6444720789422,423.3991671219498,417.52416468209697,419.26898193359375,11120925,,,,411.81575754838394,407.73643032424127,4.0793272241426735,2.409404147454974,1.6699230766876996,91.34095146156425,,,,,0.0001580468294721804,0.0001580343413878114,,
2018-01-16,418.6285038363339,418.6285038363339,406.39254932082434,407.6956481933594,10825151,,,,411.18189457068786,407.73340942565744,3.4484851450304177,2.617220346970063,0.8312647980603547,56.52278611013828,,,,,-0.027603601122268118,-0.027991739881320768,,
