Date,Portfolio_Value,Action
2018-06-20,82311.2604675293,HOLD
2018-06-21,81978.5221786499,HOLD
2018-06-22,81851.77445983887,HOLD
2018-06-25,81614.11632537842,HOLD
2018-06-26,81645.79797363281,HOLD
2018-06-27,81154.63031768799,HOLD
2018-06-28,81487.36156463623,HOLD
2018-06-29,82881.6780166626,HOLD
2018-07-02,82596.46572113037,HOLD
2018-07-03,83008.41869354248,HOLD
2018-07-04,83024.26303863525,HOLD
2018-07-05,83705.57691955565,HOLD
2018-07-06,83293.62394714354,HOLD
2018-07-09,83974.94486999513,HOLD
2018-07-10,85765.34882354735,HOLD
2018-07-11,86240.67917633057,HOLD
2018-07-12,88569.84015655519,HOLD
2018-07-13,89013.47477722167,HOLD
2018-07-16,89726.48439025877,HOLD
2018-07-17,89979.99391174315,HOLD
2018-07-18,90265.19916534422,HOLD
2018-07-19,90582.09310913087,HOLD
2018-07-20,89694.79570007326,HOLD
2018-07-23,87619.17240905763,HOLD
2018-07-24,86510.05416870116,HOLD
2018-07-25,87064.6132888794,HOLD
2018-07-26,86018.87242889406,HOLD
2018-07-27,87001.23590850832,HOLD
2018-07-30,86573.44563293457,HOLD
2018-07-31,87603.32806396484,HOLD
2018-08-01,87904.37062072752,HOLD
2018-08-02,88458.92269897462,HOLD
2018-08-03,88110.34006500244,HOLD
2018-08-06,87809.29750823975,HOLD
2018-08-07,87936.05931091309,HOLD
2018-08-08,88268.79759979247,HOLD
2018-08-09,88332.16793823241,HOLD
2018-08-10,88379.70097351076,HOLD
2018-08-13,89330.37576293945,HOLD
2018-08-14,90344.42089080809,HOLD
2018-08-16,88569.84015655519,HOLD
2018-08-17,88759.96525573729,HOLD
2018-08-20,90344.42089080809,HOLD
2018-08-21,91580.27980804443,HOLD
2018-08-23,91833.79637145996,HOLD
2018-08-24,92594.33197784422,HOLD
2018-08-27,93766.82055664062,HOLD
2018-08-28,93687.61291503906,HOLD
2018-08-29,94052.0258102417,HOLD
2018-08-30,94749.18403625488,HOLD
2018-08-31,95478.03799438477,HOLD
2018-09-03,97727.94203948975,HOLD
2018-09-04,99312.39767456053,HOLD
2018-09-05,101055.28267669678,HOLD
2018-09-06,101799.97393798828,HOLD
2018-09-07,102909.07809448241,HOLD
2018-09-10,103004.15824890138,HOLD
2018-09-11,102671.41996002197,HOLD
2018-09-12,104192.48413085938,HOLD
2018-09-14,104651.97718048096,HOLD
2018-09-17,104556.91815185547,HOLD
2018-09-18,105396.6754837036,HOLD
2018-09-19,105444.20851898193,HOLD
2018-09-21,106236.43281555176,HOLD
2018-09-24,105444.20851898193,HOLD
2018-09-25,104049.89206695557,HOLD
2018-09-26,101182.03039550781,HOLD
2018-09-27,101086.97840881349,HOLD
2018-09-28,102687.27838897707,HOLD
2018-10-01,104636.13283538818,HOLD
2018-10-03,103796.38254547119,HOLD
2018-10-04,103210.13473510741,HOLD
2018-10-05,103099.23136138916,HOLD
2018-10-08,100627.47831726076,HOLD
2018-10-09,101942.5800857544,HOLD
2018-10-10,100136.30361938477,HOLD
2018-10-11,99217.32456207275,HOLD
2018-10-12,100247.20699310303,HOLD
2018-10-15,101403.86531066895,HOLD
2018-10-16,101118.65301513672,HOLD
2018-10-17,102417.91748046875,HOLD
2018-10-19,102417.91748046875,HOLD
2018-10-22,102116.86083984375,HOLD
2018-10-23,97965.60721588135,HOLD
2018-10-24,97870.5411453247,HOLD
2018-10-25,100960.22364807127,HOLD
2018-10-26,101609.841796875,HOLD
2018-10-29,104430.15634918213,HOLD
2018-10-30,103796.38254547119,HOLD
2018-10-31,104968.87816619872,HOLD
2018-11-01,104477.68938446045,HOLD
2018-11-02,100912.69061279297,HOLD
2018-11-05,102718.96003723145,HOLD
2018-11-06,102972.46251678468,HOLD
2018-11-07,103115.06866455078,HOLD
2018-11-09,102956.6181716919,HOLD
2018-11-12,102481.29486083984,HOLD
2018-11-13,103368.57818603516,HOLD
2018-11-14,102861.57322692871,HOLD
2018-11-15,102417.91748046875,HOLD
2018-11-16,103384.41548919678,HOLD
2018-11-19,105491.74155426025,HOLD
2018-11-20,101831.67671203613,HOLD
2018-11-21,99565.91423797607,HOLD
2018-11-22,97331.83341217041,HOLD
2018-11-26,100928.52087402344,HOLD
2018-11-27,98900.42357635497,HOLD
2018-11-28,98345.87149810791,HOLD
2018-11-29,99803.58645629883,HOLD
2018-11-30,102893.25487518309,HOLD
2018-12-03,104034.04067993164,HOLD
2018-12-04,106157.20404815672,HOLD
2018-12-05,106632.5414428711,HOLD
2018-12-06,105111.47023010252,HOLD
2018-12-07,105634.34066009521,HOLD
2018-12-10,103511.17729187013,HOLD
2018-12-11,103954.82599639894,HOLD
2018-12-12,104604.45118713377,HOLD
2018-12-13,107329.69262695312,HOLD
2018-12-14,105570.95623779297,HOLD
2018-12-17,107630.72814178468,HOLD
2018-12-18,106188.90682220459,HOLD
2018-12-19,107979.32485961914,HOLD
2018-12-20,105618.5033569336,HOLD
2018-12-21,102085.18623352051,HOLD
2018-12-24,103542.86598205565,HOLD
2018-12-26,103368.57818603516,HOLD
2018-12-27,103780.5241165161,HOLD
2018-12-28,104604.45118713377,HOLD
2018-12-31,104857.95366668701,HOLD
2019-01-01,103527.02163696289,HOLD
2019-01-02,103178.44604492188,HOLD
2019-01-03,103162.6157836914,HOLD
2019-01-04,102829.85636901854,HOLD
2019-01-07,102766.49307250977,HOLD
2019-01-08,103178.44604492188,HOLD
2019-01-09,104271.71994018553,HOLD
2019-01-10,103241.83046722412,HOLD
2019-01-11,104176.63978576662,HOLD
2019-01-14,99058.87406921388,HOLD
2019-01-15,104525.22241973877,HOLD
2019-01-16,106664.23013305664,HOLD
2019-01-17,106299.8031539917,HOLD
2019-01-18,109706.3655166626,HOLD
2019-01-21,107060.33876037599,HOLD
2019-01-22,109817.28297424315,HOLD
2019-01-23,111417.56182861328,HOLD
2019-01-24,111480.94625091553,HOLD
2019-01-25,112019.66102600099,HOLD
2019-01-28,112558.38988494872,HOLD
2019-01-29,114226.76421356201,HOLD
2019-01-30,115450.19412231445,HOLD
2019-01-31,117341.03009796144,HOLD
2019-02-01,118087.82689666747,HOLD
2019-02-04,117992.5002746582,HOLD
2019-02-05,117102.69593811037,HOLD
2019-02-06,118294.37377929688,HOLD
2019-02-07,118739.29707336426,HOLD
2019-02-08,118453.26791381836,HOLD
2019-02-11,118564.48817443848,HOLD
2019-02-12,119184.19219970703,HOLD
2019-02-14,119215.9653930664,HOLD
2019-02-15,119533.75366210938,HOLD
2019-02-18,119374.8736114502,HOLD
2019-02-19,115513.76867675781,HOLD
2019-02-20,118294.37377929688,HOLD
2019-02-21,119041.17057800293,HOLD
2019-02-22,120375.87004089355,HOLD
2019-02-25,122489.13949584961,HOLD
2019-02-26,123204.14901733398,HOLD
2019-02-27,118993.55303955078,HOLD
2019-02-28,117245.70347595215,HOLD
2019-03-01,119406.64680480957,HOLD
2019-03-05,115561.44255065917,HOLD
2019-03-06,117574.05464172363,HOLD
2019-03-07,113930.11582183838,HOLD
2019-03-08,109205.73350524902,HOLD
2019-03-11,110074.33458709718,HOLD
2019-03-12,110752.27538299559,HOLD
2019-03-13,109290.46906280519,HOLD
2019-03-14,108845.56689453125,HOLD
2019-03-15,111642.07971954346,HOLD
2019-03-18,109163.35516357422,HOLD
2019-03-19,109099.80173492432,HOLD
2019-03-20,110837.01094055176,HOLD
2019-03-22,110413.31202697752,HOLD
2019-03-25,108697.27086639406,HOLD
2019-03-26,108061.71545410156,HOLD
2019-03-27,107871.02700042725,HOLD
2019-03-28,107955.7766418457,HOLD
2019-04-01,110879.38928222656,HOLD
2019-04-02,110879.38928222656,HOLD
2019-04-03,110879.38928222656,HOLD
2019-04-04,109777.72140502928,HOLD
2019-04-05,111070.07069396974,HOLD
2019-04-08,111747.99740600587,HOLD
2019-04-09,116027.47051239014,HOLD
2019-04-10,119078.23930358887,HOLD
2019-04-11,119205.33207702637,HOLD
2019-04-12,120095.13641357422,HOLD
2019-04-15,121917.12342834473,HOLD
2019-04-16,119035.86096191406,HOLD
2019-04-18,120688.33460998535,HOLD
2019-04-22,122150.15501403809,HOLD
2019-04-23,123357.7476196289,HOLD
2019-04-24,124183.94923400879,HOLD
2019-04-25,125094.9497833252,HOLD
2019-04-26,124925.45050048828,HOLD
2019-04-30,126514.37776184082,HOLD
2019-05-02,124438.20520019531,HOLD
2019-05-03,123272.9909362793,HOLD
2019-05-06,123251.80880737305,HOLD
2019-05-07,124522.93371582031,HOLD
2019-05-08,123251.80880737305,HOLD
2019-05-09,123336.53732299805,HOLD
2019-05-10,123039.95935058594,HOLD
2019-05-13,122510.29345703125,HOLD
2019-05-14,120603.59201049805,HOLD
2019-05-15,119925.6371307373,HOLD
2019-05-16,120921.39436340332,HOLD
2019-05-17,121366.26132202148,HOLD
2019-05-20,122997.56692504883,HOLD
2019-05-21,121578.1389465332,HOLD
2019-05-22,119968.01547241211,HOLD
2019-05-23,119586.6949005127,HOLD
2019-05-24,119883.2728729248,HOLD
2019-05-27,118866.40393066406,HOLD
2019-05-28,119904.46908569336,HOLD
2019-05-29,121069.68334960938,HOLD
2019-05-30,122044.21620178223,HOLD
2019-05-31,121366.26132202148,HOLD
2019-06-03,123442.4761352539,HOLD
2019-06-04,124480.55537414551,HOLD
2019-06-06,123527.21873474121,HOLD
2019-06-07,125031.38931274414,HOLD
2019-06-10,125900.01152038574,HOLD
2019-06-11,126154.23931884766,HOLD
2019-06-12,126281.33209228516,HOLD
2019-06-13,126450.83137512207,HOLD
2019-06-14,126620.31657409668,HOLD
2019-06-17,126768.59147644043,HOLD
2019-06-18,126281.33209228516,HOLD
2019-06-19,124607.66223144531,HOLD
2019-06-20,121599.32107543945,HOLD
2019-06-21,121133.24382019043,HOLD
2019-06-24,120306.97178649902,HOLD
2019-06-25,120900.18406677246,HOLD
2019-06-26,121260.33659362793,HOLD
2019-06-27,119544.28839111328,HOLD
2019-06-28,118866.40393066406,HOLD
2019-07-01,119501.92413330078,HOLD
2019-07-02,120455.3171081543,HOLD
2019-07-03,119862.10482788086,HOLD
2019-07-04,120285.81782531738,HOLD
2019-07-05,115201.26185607912,HOLD
2019-07-08,113103.88603973389,HOLD
2019-07-09,112510.66671752928,HOLD
2019-07-10,113125.04704284667,HOLD
2019-07-11,113464.04560852051,HOLD
2019-07-12,109735.37123107912,HOLD
2019-07-15,110137.90209960938,HOLD
2019-07-16,110180.26635742188,HOLD
2019-07-17,110010.79524230957,HOLD
2019-07-18,114036.06167602539,HOLD
2019-07-19,112171.72448730469,HOLD
2019-07-22,112214.06761932372,HOLD
2019-07-23,112086.96780395508,HOLD
2019-07-24,111959.85390472412,HOLD
2019-07-25,111133.63116455078,HOLD
2019-07-26,111705.64723205565,HOLD
2019-07-29,111197.17755126953,HOLD
2019-07-30,111154.79216766357,HOLD
2019-07-31,112425.93115997314,HOLD
2019-08-01,114586.88153076172,HOLD
2019-08-02,111726.81527709962,HOLD
2019-08-05,111027.69235229491,HOLD
2019-08-06,109714.1820602417,HOLD
2019-08-07,111260.73097991943,HOLD
2019-08-08,112616.61961364746,HOLD
2019-08-09,111663.25480651854,HOLD
2019-08-13,109544.69686126709,HOLD
2019-08-14,106388.03855133057,HOLD
2019-08-16,105604.17302703857,HOLD
2019-08-19,106832.9407196045,HOLD
2019-08-20,107341.38927459718,HOLD
2019-08-21,106960.033493042,HOLD
2019-08-22,106811.74450683594,HOLD
2019-08-23,106536.34162139894,HOLD
2019-08-26,105561.80876922607,HOLD
2019-08-27,105985.51472473145,HOLD
2019-08-28,105625.36219787599,HOLD
2019-08-29,105434.68782806396,HOLD
2019-08-30,107807.46652984619,HOLD
2019-09-03,107489.68530273438,HOLD
2019-09-04,108506.59649658203,HOLD
2019-09-05,108315.94325256349,HOLD
2019-09-06,106790.576461792,HOLD
2019-09-09,108315.94325256349,HOLD
2019-09-11,105159.27085876465,HOLD
2019-09-12,103633.91110992432,HOLD
2019-09-13,103972.88854980469,HOLD
2019-09-16,104714.37573242188,HOLD
2019-09-17,103464.4118270874,HOLD
2019-09-18,103527.97933959962,HOLD
2019-09-19,102341.58294677734,HOLD
2019-09-20,104227.10226440428,HOLD
2019-09-23,101430.6176071167,HOLD
2019-09-24,102002.61254882812,HOLD
2019-09-25,101197.56489562988,HOLD
2019-09-26,100477.25279998781,HOLD
2019-09-27,100265.40334320068,HOLD
2019-09-30,101621.27085113525,HOLD
2019-10-01,98951.89305114746,HOLD
2019-10-03,99947.60803222656,HOLD
2019-10-04,100731.4805984497,HOLD
2019-10-07,100456.07067108156,HOLD
2019-10-09,100752.66976928712,HOLD
2019-10-10,101367.04305267334,HOLD
2019-10-11,101472.9677810669,HOLD
2019-10-14,103167.82681274414,HOLD
2019-10-15,103252.56941223145,HOLD
2019-10-16,105477.05912780763,HOLD
2019-10-17,105032.16400146484,HOLD
2019-10-18,105477.05912780763,HOLD
2019-10-22,107447.31400299072,HOLD
2019-10-23,107786.28440093994,HOLD
2019-10-24,105773.65822601318,HOLD
2019-10-25,107214.28945922852,HOLD
2019-10-27,107489.68530273438,HOLD
2019-10-29,108146.43692779541,HOLD
2019-10-30,107955.7766418457,HOLD
2019-10-31,109883.67430114746,HOLD
2019-11-01,109587.08224487303,HOLD
2019-11-04,108739.64920806885,HOLD
2019-11-05,109544.69686126709,HOLD
2019-11-06,108845.56689453125,HOLD
2019-11-07,110031.96328735352,HOLD
2019-11-08,108654.89252471922,HOLD
2019-11-11,108676.1028213501,HOLD
2019-11-13,107256.65371704102,HOLD
2019-11-14,107108.3436050415,HOLD
2019-11-15,107023.62213134766,HOLD
2019-11-18,105710.10479736328,HOLD
2019-11-19,106112.62158203125,HOLD
2019-11-20,105477.05912780763,HOLD
2019-11-21,104905.05010223389,HOLD
2019-11-22,103019.52374267578,HOLD
2019-11-25,102977.15948486328,HOLD
2019-11-26,100667.92012786865,HOLD
2019-11-27,101727.20262145996,HOLD
2019-11-28,101621.27085113525,HOLD
2019-11-29,100731.4805984497,HOLD
2019-12-02,101112.82229614258,HOLD
2019-12-03,100350.13185882568,HOLD
2019-12-04,102638.17500305176,HOLD
2019-12-05,103273.75858306885,HOLD
2019-12-06,102129.72644805908,HOLD
2019-12-09,101875.50569152832,HOLD
2019-12-10,100922.14792633057,HOLD
2019-12-11,101727.20262145996,HOLD
2019-12-12,101472.9677810669,HOLD
2019-12-13,103337.3190536499,HOLD
2019-12-16,103040.71291351318,HOLD
2019-12-17,103718.63962554932,HOLD
2019-12-18,105222.8313293457,HOLD
2019-12-19,105604.17302703857,HOLD
2019-12-20,106705.81977844238,HOLD
2019-12-23,107574.42790222167,HOLD
2019-12-24,106896.4941482544,HOLD
2019-12-26,106070.2502822876,HOLD
2019-12-27,104905.05010223389,HOLD
2019-12-30,105498.24829864502,HOLD
2019-12-31,104163.5488357544,HOLD
2020-01-01,104968.60353088377,HOLD
2020-01-02,105222.8313293457,HOLD
2020-01-03,106409.22068023682,HOLD
2020-01-06,106854.12284851076,HOLD
2020-01-07,108146.43692779541,HOLD
2020-01-08,107976.96581268309,HOLD
2020-01-09,107489.68530273438,HOLD
2020-01-10,106684.64469146729,HOLD
2020-01-13,107976.96581268309,HOLD
2020-01-14,108993.89109039307,HOLD
2020-01-15,105201.64215850832,HOLD
2020-01-16,106133.8037109375,HOLD
2020-01-17,106409.22068023682,HOLD
2020-01-20,105095.71743011475,HOLD
2020-01-21,104714.37573242188,HOLD
2020-01-22,104184.73096466064,HOLD
2020-01-23,105392.32357025146,HOLD
2020-01-24,105349.78326416016,HOLD
2020-01-27,104392.58060455322,HOLD
2020-01-28,103839.53549957275,HOLD
2020-01-29,104988.166015625,HOLD
2020-01-30,102414.34722137451,HOLD
2020-01-31,100755.21190643309,HOLD
2020-02-03,101010.45374298096,HOLD
2020-02-04,102222.9193649292,HOLD
2020-02-05,103073.76773834229,HOLD
2020-02-06,103669.36019134521,HOLD
2020-02-07,103796.97406768797,HOLD
2020-02-10,102499.43487548828,HOLD
2020-02-11,102648.32946777344,HOLD
2020-02-12,104009.69672393797,HOLD
2020-02-13,103711.89345550537,HOLD
2020-02-14,103350.29733276366,HOLD
2020-02-17,103733.17417144775,HOLD
2020-02-18,103839.53549957275,HOLD
2020-02-19,105349.78326416016,HOLD
2020-02-20,104541.46815490724,HOLD
2020-02-24,103903.33539581297,HOLD
2020-02-25,103860.809173584,HOLD
2020-02-26,102074.01068878172,HOLD
2020-02-27,98543.01036071777,HOLD
2020-02-28,94224.96155548096,HOLD
2020-03-02,93948.43900299072,HOLD
2020-03-03,95182.15717315672,HOLD
2020-03-04,97373.09912872314,HOLD
2020-03-05,97734.702293396,HOLD
2020-03-06,95118.36431884766,HOLD
2020-03-09,91225.73970031738,HOLD
2020-03-11,90672.68755340576,HOLD
2020-03-12,84716.76302337646,HOLD
2020-03-13,83993.54261016846,HOLD
2020-03-16,76484.8229675293,HOLD
2020-03-17,73655.76233673096,HOLD
2020-03-18,72315.6898803711,HOLD
2020-03-19,69082.45761108398,HOLD
2020-03-20,76250.83367919922,HOLD
2020-03-23,72400.74936676025,HOLD
2020-03-24,75038.38214111328,HOLD
2020-03-25,74315.16172790527,HOLD
2020-03-26,77697.28154754639,HOLD
2020-03-27,78080.16542816162,HOLD
2020-03-30,78356.68798065186,HOLD
2020-03-31,83695.73934173584,HOLD
2020-04-01,80632.70350646973,HOLD
2020-04-03,76591.19133758545,HOLD
2020-04-07,81653.7060623169,HOLD
2020-04-08,82079.13024902344,HOLD
2020-04-09,83695.73934173584,HOLD
2020-04-13,80505.0685043335,HOLD
2020-04-15,79377.69757843018,HOLD
2020-04-16,79930.7497253418,HOLD
2020-04-17,79569.1395187378,HOLD
2020-04-20,77059.141746521,HOLD
2020-04-21,75761.60255432129,HOLD
2020-04-22,75974.31816864014,HOLD
2020-04-23,76974.05409240723,HOLD
2020-04-24,75633.98163604736,HOLD
2020-04-27,77463.29930114746,HOLD
2020-04-28,76463.54225158691,HOLD
2020-04-29,76867.69980621338,HOLD
2020-04-30,81249.56259155273,HOLD
2020-05-04,80866.68575286865,HOLD
2020-05-05,78377.95461273193,HOLD
2020-05-06,79590.40615081787,HOLD
2020-05-07,78335.41430664062,HOLD
2020-05-08,78292.85991668701,HOLD
2020-05-11,78590.67022705078,HOLD
2020-05-12,79590.40615081787,HOLD
2020-05-13,80717.7911605835,HOLD
2020-05-14,79143.71533203125,HOLD
2020-05-15,78207.7933883667,HOLD
2020-05-18,77527.10623931885,HOLD
2020-05-19,78463.03522491455,HOLD
2020-05-20,78697.02451324463,HOLD
2020-05-21,80462.53524017334,HOLD
2020-05-22,80419.98085021973,HOLD
2020-05-26,80334.90727996826,HOLD
2020-05-27,85631.42537689209,HOLD
2020-05-28,84823.11730957031,HOLD
2020-05-29,90545.05255126953,HOLD
2020-06-01,91502.24816894531,HOLD
2020-06-02,91842.59878540039,HOLD
2020-06-03,89928.19346618652,HOLD
2020-06-04,92012.75296783447,HOLD
2020-06-05,93076.32399749756,HOLD
2020-06-08,96352.08248901366,HOLD
2020-06-09,92906.15573120116,HOLD
2020-06-10,92331.83695220947,HOLD
2020-06-11,90587.58581542969,HOLD
2020-06-12,88460.47896575928,HOLD
2020-06-15,90970.47673797607,HOLD
2020-06-16,90374.88428497314,HOLD
2020-06-17,92672.1664428711,HOLD
2020-06-18,92821.07511901854,HOLD
2020-06-19,94480.2174758911,HOLD
2020-06-22,92778.5277709961,HOLD
2020-06-23,93863.35134887695,HOLD
2020-06-24,92842.32766723633,HOLD
2020-06-25,92842.32766723633,HOLD
2020-06-26,95926.65126037599,HOLD
2020-06-29,93480.47451019287,HOLD
2020-06-30,93459.19379425047,HOLD
2020-07-01,93203.95195770264,HOLD
2020-07-02,95394.87982940672,HOLD
2020-07-03,95650.14279174803,HOLD
2020-07-06,94735.48043823241,HOLD
2020-07-07,95692.66901397707,HOLD
2020-07-08,94926.91533660889,HOLD
2020-07-09,94288.78257751465,HOLD
2020-07-10,94501.49114990234,HOLD
2020-07-13,96841.31361389162,HOLD
2020-07-14,95735.20932006837,HOLD
2020-07-15,111794.93187713622,HOLD
2020-07-16,111433.31462860107,HOLD
2020-07-17,111199.34646606445,HOLD
2020-07-20,115219.5849609375,HOLD
2020-07-21,115453.57424926758,HOLD
2020-07-22,113177.56576538087,HOLD
2020-07-23,113432.80760192871,HOLD
2020-07-24,115113.23067474365,HOLD
2020-07-27,114390.01026153564,HOLD
2020-07-28,117197.82538604735,HOLD
2020-07-29,117857.21773529053,HOLD
2020-07-30,120877.73439025879,HOLD
2020-07-31,119537.64080810547,HOLD
2020-08-03,119792.89672851562,HOLD
2020-08-04,119580.17407226562,HOLD
2020-08-05,118367.73661804199,HOLD
2020-08-06,118984.56753540039,HOLD
2020-08-07,118027.37191772462,HOLD
2020-08-10,118027.37191772462,HOLD
2020-08-11,118984.56753540039,HOLD
2020-08-12,117516.89528656006,HOLD
2020-08-13,117857.21773529053,HOLD
2020-08-14,117644.516204834,HOLD
2020-08-17,119963.07203674316,HOLD
2020-08-18,120282.11376953125,HOLD
2020-08-19,119027.11488342285,HOLD
2020-08-20,116666.03282928468,HOLD
2020-08-21,116304.41558074951,HOLD
2020-08-24,116027.90007019042,HOLD
2020-08-25,114857.9747543335,HOLD
2020-08-26,115751.3775177002,HOLD
2020-08-27,115879.00547790527,HOLD
2020-08-28,115751.3775177002,HOLD
2020-08-31,115432.3076171875,HOLD
2020-09-01,115559.92853546144,HOLD
2020-09-02,116453.33129882812,HOLD
2020-09-03,120345.9418334961,HOLD
2020-09-04,117431.78650665283,HOLD
2020-09-07,118601.71182250977,HOLD
2020-09-08,120218.29978942871,HOLD
2020-09-09,120345.9418334961,HOLD
2020-09-10,121069.1622467041,HOLD
2020-09-11,124791.61155700684,HOLD
2020-09-14,130704.98873901367,HOLD
2020-09-15,130768.7745513916,HOLD
2020-09-16,132810.83599853516,HOLD
2020-09-17,132619.39405822754,HOLD
2020-09-18,134661.42733764648,HOLD
2020-09-21,132704.46058654785,HOLD
2020-09-22,132853.38334655762,HOLD
2020-09-23,133959.48764038086,HOLD
2020-09-24,129641.43179321289,HOLD
2020-09-25,133555.32304382324,HOLD
2020-09-28,132555.580078125,HOLD
2020-09-29,132534.2852783203,HOLD
2020-09-30,133406.4284515381,HOLD
2020-10-01,133193.7057952881,HOLD
2020-10-05,142085.07341003418,HOLD
2020-10-06,140425.88175964355,HOLD
2020-10-07,142659.37106323242,HOLD
2020-10-08,152933.33735656738,HOLD
2020-10-09,159123.25117492676,HOLD
2020-10-12,160612.22526550293,HOLD
2020-10-13,159952.83291625977,HOLD
2020-10-14,149104.55488586426,HOLD
2020-10-15,145339.54414367676,HOLD
2020-10-16,144509.96240234375,HOLD
2020-10-19,146020.2312927246,HOLD
2020-10-20,147530.47201538086,HOLD
2020-10-21,146126.5926208496,HOLD
2020-10-22,146551.9815979004,HOLD
2020-10-23,145679.89476013184,HOLD
2020-10-26,144573.7763824463,HOLD
2020-10-27,142127.59259033203,HOLD
2020-10-28,142808.27973937988,HOLD
2020-10-29,143574.01933288574,HOLD
2020-10-30,144956.66026306152,HOLD
2020-11-02,142446.66249084473,HOLD
