Date,Action,Price,Shares,Value,Cash_After,Cost_Paid,Slippage
2018-10-08,BUY,493.5789415283203,192,94861.92393021092,5138.07606978908,94.7671567734375,47.3598984375
2019-01-22,SELL,548.9766560974122,192,105298.11445273244,110436.19052252152,105.40351797070313,52.728123046875
2019-07-31,BUY,518.871855102539,202,104916.92684544358,5519.263677077935,104.81211473071289,52.379867431640626
2019-10-18,SELL,633.2917162475586,202,127797.00175532483,133316.26543240278,127.92492668200684,63.99446057128906
2020-02-03,BUY,620.1176431274414,204,126630.50319719603,6685.762235206756,126.50399919799804,63.220389404296874
2020-05-04,SELL,641.7201781311036,204,130780.00542240638,137465.76765761315,130.91091633874512,65.48820227050781
2020-10-27,BUY,922.9671733703613,141,130268.50981666615,7197.257840947001,130.13837144522094,65.03666738891602
2021-06-01,SELL,982.9554199829104,141,138458.11750337278,145655.3753443198,138.59671421759037,69.33302362060549
2022-09-27,BUY,1094.4269448852538,126,138035.6928505975,7619.682493722299,137.89779505554196,68.91444030761718
2022-11-30,SELL,1246.2286247558595,126,156867.78191251904,164487.46440624134,157.02480671923828,78.55167919921875
2023-01-30,BUY,1077.756626586914,144,155352.15118274413,9135.313223497214,155.19695422851564,77.559697265625
2023-05-11,SELL,1131.682410888672,144,162799.30490080078,171934.618124298,162.96226716796878,81.52189453125
2023-09-26,BUY,1163.2260977783203,140,163014.50534265378,8920.112781644217,162.85165368896483,81.38513427734375
2023-12-07,SELL,1218.889151916504,140,170473.83678704227,179393.94956868648,170.64448126831059,85.36492309570313
2024-10-07,BUY,1365.9548529052734,124,169547.78016201415,9846.169406672328,169.37840176025392,84.64687744140625
2025-04-29,SELL,1393.4348920288087,124,172613.1406849607,182459.31009163303,172.78592661157228,86.43618139648437
2025-07-29,BUY,1412.1684999389647,122,172456.84154954622,10002.468542086805,172.2845569925537,86.09922888183594
2025-10-21,SELL,1464.4673511962892,122,178486.35182910133,188488.82037118814,178.6650168459473,89.37719702148438
2026-01-20,BUY,1394.697,128,178699.73721599998,9789.083155188157,178.52121599999998,89.21600000000001
