Date,Open,High,Low,Close,Volume,MA_20,MA_50,MA_200,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Hist,RSI,BB_Mid,BB_Upper,BB_Lower,BB_Width,Daily_Return,Log_Return,Volatility_20d,ATR_14,Signal_MA,Signal_RSI,Signal_BB
2018-01-01,436.93540988731945,438.81363463022535,431.7557521644195,432.6890258789063,6580516,,,,432.6890258789063,432.6890258789063,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2018-01-02,433.6339824978874,437.4720593056945,433.6339824978874,436.853759765625,4776316,,,,433.3297541691707,432.9975246853299,0.3322294838408197,0.0664458967681639,0.2657835870726558,,,,,,0.0096252357643207,0.0095792082970183,,,0.0,0.0,0.0
2018-01-03,437.4720772358851,438.2303621697606,431.91908694300224,432.2574157714844,4531288,,,,433.1647790310651,432.94270180282285,0.2220772282422558,0.0975721630629823,0.1245050651792735,92.17482203932722,,,,,-0.0105214706097679,-0.0105772126183551,,,0.0,0.0,0.0
2018-01-04,432.3390108596568,435.255490965294,432.3390108596568,433.9489135742188,2373776,,,,433.2854151146272,433.01723600811147,0.2681791065157313,0.1316935517535321,0.1364855547621991,92.41020123867632,,,,,0.0039131724315599,0.0039055358879121,,,0.0,-1.0,0.0
2018-01-05,434.67227048622647,435.8505400461768,432.934059433682,434.812255859375,2870868,,,,433.5203136907422,433.1502004415384,0.3701132492038255,0.1793774912435908,0.1907357579602346,92.53364768580288,,,,,0.001989502123753,0.0019875256853875,,,0.0,-1.0,0.0
2018-01-08,435.1388503897281,436.4687539823326,433.4472918560416,434.11224365234375,4570308,,,,433.6113798386809,433.2214629015981,0.3899169370828872,0.2214853804114501,0.1684315566714371,91.23786923653812,,,,,-0.0016099182982957,-0.0016112156093227,,,0.0,-1.0,0.0
2018-01-09,434.43894132804274,436.27048541128966,432.80571222530574,434.8355712890625,5305528,,,,433.7997169848935,433.3410264858546,0.4586904990388802,0.2689264041369361,0.1897640949019441,91.37231267051033,,,,,0.0016662226124588,0.001664836003614,,,0.0,-1.0,0.0
2018-01-10,435.1855584385676,435.81553533782073,433.3423654817401,434.9522399902344,4615888,,,,433.9770282164844,433.4603756343272,0.516652582157235,0.3184716397409959,0.198180942416239,91.39524627398436,,,,,0.0002683053293592,0.0002682693419213,,,0.0,-1.0,0.0
2018-01-11,434.9521895399674,437.7053583034603,433.0973194833679,436.9004211425781,4059096,,,,434.426780974345,433.7151938201236,0.7115871542213767,0.3970947426370721,0.3144924115843046,91.7877982513775,,,,,0.004479069132711,0.0044690679554191,,,0.0,-1.0,0.0
2018-01-12,437.00543339835286,438.2070290476211,433.97229371112456,435.2088928222656,4336708,,,,434.5471058740251,433.82583819065263,0.7212676833724458,0.4619293307841469,0.2593383525882989,88.03256680929856,,,,,-0.0038716564197599,-0.0038791706828434,,,0.0,-1.0,0.0
2018-01-15,436.2938260025084,444.331663727246,433.9373153439428,442.7800903320313,12576444,,,,435.8137188675645,434.4891161270511,1.3246027405133989,0.6344640127299972,0.6901387277834015,90.00387080615958,,,,,0.0173966976195443,0.0172471074994946,,,0.0,-1.0,0.0
2018-01-16,444.109960596822,445.63820772786687,439.8635765020738,443.3400268554688,6445384,,,,436.9716124041651,435.1447391439709,1.8268732601941904,0.8729458622228359,0.9539273979713548,90.1333150538554,,,,,0.0012645928208234,0.0012637938967936,,,0.0,-1.0,0.0
2018-01-17,442.60500955770834,443.899938084128,440.27182553262816,441.0884399414063,2905496,,,,437.6049704868176,435.5850132771143,2.019957209703307,1.10234813171893,0.9176090779843769,85.34728722326693,,,,,-0.0050786907963907,-0.0050916311785532,,,0.0,-1.0,0.0
2018-01-18,448.9046396941117,455.9041922880948,447.51640648880607,451.3078308105469,16649540,,,,439.7131028443145,436.7496664277389,2.9634364165755187,1.474565788690248,1.4888706278852708,88.36665193571083,,,,,0.0231685756046977,0.022904258931183,,5.462983625563274,0.0,-1.0,0.0
2018-01-19,451.5061300640915,457.2807607532392,447.7963616220858,455.4841918945313,11455988,,,,442.1394242366555,438.1374090549088,4.002015181746742,1.980055667301547,2.021959514445195,89.333947035703,,,,,0.0092539078625859,0.0092113527895757,,5.63630624451667,0.0,-1.0,0.0
2018-01-22,457.3041128497106,463.8370287475637,455.70588733523647,458.0857238769531,8849768,,,,444.5927011043936,439.6150620046898,4.977639099703765,2.579572353781991,2.398066745921774,89.89745599934905,,,,,0.0057115746906628,0.0056953254909249,,5.891292203534111,0.0,-1.0,0.0
2018-01-23,458.4707125564199,458.8673424928477,453.40771404435424,455.2742614746094,5047796,,,,446.2360180844268,440.7750027061653,5.461015378261493,3.1558609586778914,2.3051544195836016,84.69009702436567,,,,,-0.0061374154569788,-0.0061563268088117,,5.830460290800902,0.0,-1.0,0.0
2018-01-24,455.565880126058,459.4039566394583,455.1108921305284,456.75579833984375,4790568,,,,447.8544458160294,441.958765345697,5.8956804703323655,3.703824861008787,2.1918556093235786,85.17735688156664,,,,,0.003254163458386,0.0032488801272582,,5.922959527595209,0.0,-1.0,0.0
2018-01-25,455.8808399273639,461.9704446377016,455.0875516494126,460.7921752929688,8723668,,,,449.8448657355585,443.35383274919866,6.491032986359869,4.261266486079004,2.2297665002808653,86.44327847759018,,,,,0.008837056842619,0.008798238580964,,6.206274697294792,0.0,-1.0,0.0
