Date,Open,High,Low,Close,Volume,MA_20,MA_50,MA_200,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Hist,RSI,BB_Mid,BB_Upper,BB_Lower,BB_Width,Daily_Return,Log_Return,Volatility_20d,ATR_14,Signal_MA,Signal_RSI,Signal_BB
2018-01-01,407.58517720904064,407.58517720904064,400.8708807446788,401.8647766113281,9453202,,,,401.8647766113281,401.8647766113281,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2018-01-02,403.3004239092856,406.19376806809856,400.38499382912,402.4832153320313,9499419,,,,401.9599210298978,401.9105868869358,0.0493341429620386,0.0098668285924077,0.0394673143696309,,,,,,0.0015389224353477,0.0015377395076837,,,0.0,0.0,0.0
2018-01-03,408.60116562830615,409.0429135135487,403.32248333576393,404.0955200195313,13507800,,,,402.2884747206107,402.0724337856466,0.2160409349640986,0.0511016498667459,0.1649392850973526,,,,,,0.0040058929815742,0.003997890755872,,,0.0,0.0,0.0
2018-01-04,405.5753308308426,407.187662056238,404.4930912025674,406.5250549316406,9008932,,,,402.9402562915384,402.4022575742387,0.5379987172996721,0.1484810633533311,0.3895176539463409,,,,,,0.0060122787602099,0.0059942771301082,,,0.0,0.0,0.0
2018-01-05,407.1876942683479,409.4405173881011,406.5030011683391,407.82818603515625,7441284,,,,403.6922454828642,402.80417820097335,0.8880672818908693,0.2963983070608388,0.5916689748300304,,,,,,0.003205536996323,0.0032004102157405,,,0.0,0.0,0.0
2018-01-08,409.0871328704968,411.25161224669074,407.9386354149987,410.16937255859375,8827020,,,,404.688726571438,403.34974815338967,1.3389784180483275,0.5049143292583366,0.8340640887899909,,,,,,0.0057406197109575,0.0057242051435237,,,0.0,0.0,0.0
2018-01-09,409.9926170094095,416.9498883406029,408.15945613038986,415.6467895507813,14294571,,,,406.37458241441385,404.260640108752,2.113942305661851,0.8267199245390395,1.2872223811228116,,,,,,0.0133540370360174,0.0132656578268483,,,0.0,0.0,0.0
2018-01-10,416.5523147002275,418.49593454204944,413.2393383964344,416.2651977539063,11727682,,,,407.89621554356654,405.14986660098566,2.74634894258088,1.2106457281474077,1.5357032144334726,,,,,,0.0014878214355831,0.0014867157258675,,,0.0,0.0,0.0
2018-01-11,416.0222961204988,416.3977862956731,413.0185221551711,414.2333068847656,7849171,,,,408.8711526729818,405.82271402941376,3.048438643568033,1.578204311231533,1.4702343323365006,88.73487226743231,,,,,-0.0048812412858542,-0.0048931934542404,,,0.0,0.0,0.0
2018-01-12,416.55235874310455,420.8813172634133,414.4541372467991,419.2027282714844,15071161,,,,410.46062584198216,406.81382619549305,3.6467996464891135,1.9919233782830488,1.6548762682060651,91.31250399021164,,,,,0.011996672657955,0.0119252829724724,,,0.0,-1.0,0.0
2018-01-15,419.6444720789422,423.3991671219498,417.52416468209697,419.26898193359375,11120925,,,,411.815757548384,407.73643032424127,4.0793272241426735,2.409404147454974,1.6699230766876996,91.34095146156425,,,,,0.0001580468294721,0.0001580343413878,,,0.0,-1.0,0.0
