Date,Open,High,Low,Close,Volume,MA_20,MA_50,MA_200,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Hist,RSI,BB_Mid,BB_Upper,BB_Lower,BB_Width,Daily_Return,Log_Return,Volatility_20d,ATR_14,Signal_MA,Signal_RSI,Signal_BB
2018-01-01,201.3167298045579,201.3863727650468,198.32240127035504,198.9491271972656,6587075,,,,198.9491271972656,198.9491271972656,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2018-01-02,199.15800604502184,200.15280129517612,197.46685715563365,199.59571838378903,5361035,,,,199.04860276442307,198.9970228407118,0.051579923711273,0.0103159847422546,0.0412639389690184,,,,,,0.0032500327879414,0.0032447628466143,,,0.0,0.0,0.0
2018-01-03,199.4763710717497,200.33189569381844,198.58104613458605,198.97897338867188,4420105,,,,199.03789055276903,198.9956858442644,0.0422047085046131,0.0166937294947263,0.0255109790098867,93.1643141990279,,,,,-0.0030899710680731,-0.0030947548857878,,,0.0,0.0,0.0
2018-01-04,199.158051630216,199.53607876919972,198.18315631214523,199.03868103027344,3919750,,,,199.0380121646928,198.9988706728577,0.0391414918351245,0.0211832819628059,0.0179582098723185,93.21268563982348,,,,,0.0003000701058244,0.0003000250937945,,,0.0,-1.0,0.0
2018-01-05,199.45645936005883,200.29208377617397,198.2826081820931,199.56588745117188,10737010,,,,199.11922374722803,199.04087191569576,0.0783518315322737,0.0326169918766995,0.0457348396555742,93.64060154144688,,,,,0.0026487636381504,0.0026452618459952,,,0.0,-1.0,0.0
2018-01-08,200.71986999229435,201.56543696575676,199.6952319554456,200.1727294921875,8902060,,,,199.28130155414487,199.1247132176581,0.1565883364867772,0.057411260798715,0.0991770756880622,94.10157525078196,,,,,0.0030408104750072,0.0030361965618255,,,0.0,-1.0,0.0
2018-01-09,200.9486533240096,203.06757219913203,198.16322341037665,200.8989105224609,6210530,,,,199.5301644723473,199.2561352402361,0.2740292321112463,0.1007348550612213,0.1732943770500249,94.605499524239,,,,,0.0036277720352599,0.0036212075418235,,,0.0,-1.0,0.0
2018-01-10,200.4711766634297,200.83924611028232,198.9789835380833,199.40673828125,3384405,,,,199.51117582756316,199.26729102105196,0.243884806511204,0.1293648453512178,0.1145199611599861,79.5636082361265,,,,,-0.007427478015338,-0.0074551990805397,,,0.0,-1.0,0.0
2018-01-11,199.69523068484196,203.13721421020824,199.1679903461045,202.470703125,10388690,,,,199.9664877194765,199.5045808065296,0.4619069129469437,0.195873258870363,0.2660336540765807,84.87973175408415,,,,,0.0153654027449587,0.0152485504127181,,,0.0,-1.0,0.0
2018-01-12,203.43565345408751,204.1121070205499,202.1623165930279,203.60476684570312,11603980,,,,200.52622296966524,199.8082982909128,0.7179246787524676,0.300283542846784,0.4176411359056836,86.30023527713226,,,,,0.0056011250180871,0.0055854970463448,,,0.0,-1.0,0.0
